l_bound_date,facility,common_name,parameter_type,day_or_night,min_value,percentile_5,percentile_25,median_value,average_value,percentile_75,percentile_95,max_value
2025-07-22,GG5,GH19,vapor pressure deficit,Day,0.6,0.6,1.02,1.13,1.05,1.15,1.22,1.22
2025-07-22,GG5,GH19,vent required,Night,82.66,85.24,90.39,93.6,93.59,98.53,99.62,100
2025-07-22,GG5,GH19,vent required,Day,68.43,68.43,69.28,72.19,74.82,78.38,91.77,91.77
2025-07-22,GG5,GH20,CO2 sensor,Night,531,546,556,559,561.44,568,582,584
2025-07-22,GG5,GH20,CO2 sensor,Day,522,526,534,544,551.8,574,587.5,591
2025-07-22,GG5,GH20,cooling target,Night,22.78,22.78,22.78,26.05,25,26.16,26.16,26.16
2025-07-22,GG5,GH20,dehumidify target,Night,70,70,70,77.35,75,77.65,77.65,77.65
2025-07-22,GG5,GH20,growing degree units canola,Night,38.8,38.8,38.9,39.4,39.29,39.7,39.8,39.8
2025-07-22,GG5,GH20,growing degree units canola,Day,39.4,40.25,41.7,42,42.72,44.3,46,46.15
2025-07-22,GG5,GH20,growing degree units corn/soy,Day,30.4,30.4,30.4,31.25,31.41,31.8,32.2,32.2
2025-07-22,GG5,GH20,growing degree units corn/soy,Night,29.8,29.8,29.9,30.4,30.29,30.7,30.8,30.8
2025-07-22,GG5,GH20,growing degree units cotton,Night,19.8,19.8,19.9,20.4,20.28,20.7,20.8,20.8
2025-07-22,GG5,GH20,growing degree units cotton,Day,20.4,20.4,22.6,22.8,23.35,24,26.8,26.8
2025-07-22,GG5,GH20,growing degree units wheat,Day,48.4,48.4,48.4,48.4,48.6,48.8,48.8,48.8
2025-07-22,GG5,GH20,growing degree units wheat,Night,47.8,47.8,47.9,48.4,48.29,48.7,48.8,48.8
2025-07-22,GG5,GH20,heating required,Day,4.98,4.98,4.98,4.98,4.98,4.98,4.98,4.98
2025-07-22,GG5,GH20,heating required,Night,5.35,5.35,5.35,5.35,7.67,10,10,10
2025-07-22,GG5,GH20,heating target,Night,21.11,21.11,21.11,24.38,23.33,24.5,24.5,24.5
2025-07-22,GG5,GH20,humidity,Night,75.5,76,78.6,82.5,81.73,84.2,87.15,87.3
2025-07-22,GG5,GH20,humidity,Day,61.65,63.5,65.4,66.85,68.11,70.85,74.8,81.65
2025-07-22,GG5,GH20,humidity target,Night,40,40,40,40,40,40,40,40
2025-07-22,GG5,GH20,indoor PAR light,Day,70,116,207,459,477.55,555,1011,1309
2025-07-22,GG5,GH20,indoor PAR light,Night,0,0,0,0,85,170,170,170
2025-07-22,GG5,GH20,indoor daily light integral,Day,0.02,1.11,6.2,15.4,14.15,20.51,24.99,26.3
2025-07-22,GG5,GH20,indoor daily light integral,Night,0,0,0,0,8.83,26.49,26.49,26.49
2025-07-22,GG5,GH20,light operation,Day,0,0,0,100,66.67,100,100,100
2025-07-22,GG5,GH20,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,GG5,GH20,nutrient EC,Day,1.52,1.52,1.56,1.56,1.57,1.6,1.6,1.6
2025-07-22,GG5,GH20,nutrient EC,Night,1.52,1.52,1.53,1.56,1.56,1.58,1.58,1.58
2025-07-22,GG5,GH20,outdoor daily light integral,Night,0,0,0.01,0.02,22.28,45.94,45.94,45.95
2025-07-22,GG5,GH20,outdoor daily light integral,Day,0.02,0.02,1.64,17.74,20.04,37.85,45.5,45.87
2025-07-22,GG5,GH20,temperature,Day,27.33,30.02,31.72,33.45,32.86,34.05,34.7,35.08
2025-07-22,GG5,GH20,temperature,Night,26,26.05,26.7,29.2,28.45,30.2,30.72,31.46
2025-07-22,GG5,GH20,vapor pressure deficit,Night,0.42,0.43,0.55,0.63,0.72,0.91,1.06,1.08
2025-07-22,GG5,GH20,vapor pressure deficit,Day,0.69,1.15,1.33,1.72,1.61,1.86,1.94,2.16
2025-07-22,GG5,GH20,vent required,Day,82.23,82.23,85.6,89.37,90.94,96.68,99.83,99.83
2025-07-22,GG5,GH20,vent required,Night,100,100,100,100,100,100,100,100
2025-07-22,DD,GH201-1,cooling target,Night,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89
2025-07-22,DD,GH201-1,dehumidify target,Night,80,80,80,80,80,80,80,80
2025-07-22,DD,GH201-1,growing degree units canola,Night,38.1,38.1,38.1,38.3,38.38,38.5,39.2,39.2
2025-07-22,DD,GH201-1,growing degree units canola,Day,38,38.2,39,40.65,40.52,41.9,42.8,43.1
2025-07-22,DD,GH201-1,growing degree units corn/soy,Day,29,29,29.55,30.6,30.58,31.65,32.2,32.2
2025-07-22,DD,GH201-1,growing degree units corn/soy,Night,29.1,29.1,29.1,29.3,29.32,29.5,29.5,29.5
2025-07-22,DD,GH201-1,growing degree units cotton,Night,19.1,19.1,19.1,19.3,19.3,19.4,19.5,19.5
2025-07-22,DD,GH201-1,growing degree units cotton,Day,19,19.2,20,21.65,21.52,22.9,23.8,24.1
2025-07-22,DD,GH201-1,growing degree units wheat,Night,47.1,47.1,47.1,47.3,47.32,47.5,47.5,47.5
2025-07-22,DD,GH201-1,growing degree units wheat,Day,47,47,47.4,47.7,47.83,48.3,48.7,48.7
2025-07-22,DD,GH201-1,heating required,Day,0.61,0.61,1.58,3.27,4.72,8.35,9.9,9.9
2025-07-22,DD,GH201-1,heating required,Night,0.3,0.3,0.86,1.85,3.93,9.7,10,10
2025-07-22,DD,GH201-1,heating target,Night,21.11,21.11,21.11,21.11,21.11,21.11,21.11,21.11
2025-07-22,DD,GH201-1,humidity,Night,75.5,75.5,79.5,82.8,81.93,84.25,86.45,86.45
2025-07-22,DD,GH201-1,humidity,Day,72.3,72.8,76.25,81,80.39,84.1,86.75,87.2
2025-07-22,DD,GH201-1,humidity target,Night,50,50,50,50,50,50,50,50
2025-07-22,DD,GH201-1,indoor daily light integral,Night,0,0,0.01,0.01,3.82,7.87,7.88,7.88
2025-07-22,DD,GH201-1,indoor daily light integral,Day,0.02,0.03,0.3,2.31,3.34,6.93,7.77,7.85
2025-07-22,DD,GH201-1,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,DD,GH201-1,outdoor daily light integral,Day,0,0.01,2.14,12.22,16.91,32.65,41.14,41.37
2025-07-22,DD,GH201-1,outdoor daily light integral,Night,0,0,0,41.42,29.59,41.43,41.43,41.43
2025-07-22,DD,GH201-1,temperature,Night,25.87,25.92,26.17,27.98,27.72,29.1,29.83,29.88
2025-07-22,DD,GH201-1,temperature,Day,25.87,25.97,26.72,29.65,29.09,30.84,31.52,31.8
2025-07-22,DD,GH201-1,vapor pressure deficit,Night,0.51,0.51,0.53,0.59,0.67,0.81,1.03,1.03
2025-07-22,DD,GH201-1,vapor pressure deficit,Day,0.45,0.47,0.54,0.8,0.81,1.05,1.25,1.28
2025-07-22,DD,GH201-1,vent required,Day,75.12,75.12,76.3,82.72,85.49,97.24,99.5,99.5
2025-07-22,DD,GH201-1,vent required,Night,75.6,75.6,77.06,79.33,83.34,81,99.88,99.88
2025-07-22,DD,GH201-2,cooling target,Night,22.78,22.78,22.78,26.05,25,26.16,26.16,26.16
2025-07-22,DD,GH201-2,dehumidify target,Night,82.45,82.45,82.45,82.55,83.33,85,85,85
2025-07-22,DD,GH201-2,growing degree units canola,Day,38.8,38.8,43.25,44.1,44.02,45.8,46.55,46.55
2025-07-22,DD,GH201-2,growing degree units canola,Night,38.4,38.4,38.5,38.6,38.62,38.8,38.9,38.9
2025-07-22,DD,GH201-2,growing degree units corn/soy,Day,29.8,29.8,29.8,31,31,32.2,32.2,32.2
2025-07-22,DD,GH201-2,growing degree units corn/soy,Night,29.4,29.4,29.5,29.6,29.62,29.8,29.9,29.9
2025-07-22,DD,GH201-2,growing degree units cotton,Night,19.4,19.4,19.5,19.6,19.62,19.8,19.9,19.9
2025-07-22,DD,GH201-2,growing degree units cotton,Day,19.8,19.8,23.5,24.7,24.37,25.95,26.8,26.8
2025-07-22,DD,GH201-2,growing degree units wheat,Day,47.8,47.8,47.8,47.8,48.25,48.7,48.7,48.7
2025-07-22,DD,GH201-2,growing degree units wheat,Night,47.4,47.4,47.5,47.6,47.62,47.8,47.9,47.9
2025-07-22,DD,GH201-2,heating required,Night,0,0,0.15,0.35,0.52,0.69,1.39,1.39
2025-07-22,DD,GH201-2,heating target,Night,21.11,21.11,21.11,24.38,23.33,24.5,24.5,24.5
2025-07-22,DD,GH201-2,humidity,Night,70.6,74.1,77.85,81.95,80.5,83.55,85,85.15
2025-07-22,DD,GH201-2,humidity,Day,58.3,59.85,62.7,65.9,65.82,68.05,71.75,82.8
2025-07-22,DD,GH201-2,humidity target,Night,50,50,50,50,50,50,50,50
2025-07-22,DD,GH201-2,indoor daily light integral,Day,0.46,1.55,6.31,18.39,17.82,29.23,35.33,36.55
2025-07-22,DD,GH201-2,indoor daily light integral,Night,0,0,0,0.09,17.81,36.73,36.73,36.73
2025-07-22,DD,GH201-2,light operation,Day,0,0,0,50,62.5,100,100,100
2025-07-22,DD,GH201-2,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,DD,GH201-2,outdoor daily light integral,Day,0,0.01,2.15,12.29,16.94,32.7,41.12,41.35
2025-07-22,DD,GH201-2,outdoor daily light integral,Night,0,0,41.39,41.4,32.2,41.4,41.4,41.4
2025-07-22,DD,GH201-2,temperature,Day,26.78,31.19,32.26,33.2,33.01,33.77,35.14,35.39
2025-07-22,DD,GH201-2,temperature,Night,26.01,26.09,26.44,29.05,28.19,29.6,30.85,32.46
2025-07-22,DD,GH201-2,vapor pressure deficit,Day,0.9,1.35,1.59,1.76,1.75,1.92,2.27,2.36
2025-07-22,DD,GH201-2,vapor pressure deficit,Night,0.5,0.5,0.56,0.62,0.75,0.91,1.11,1.43
2025-07-22,DD,GH202-1,cooling target,Night,33.87,33.87,33.87,33.87,34.27,34.67,34.67,34.67
2025-07-22,DD,GH202-1,cooling target,Day,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8
2025-07-22,DD,GH202-1,dehumidify target,Day,77.65,77.65,77.65,77.65,77.65,77.65,77.65,77.65
2025-07-22,DD,GH202-1,dehumidify target,Night,70,70,70,70,73.67,77.35,77.35,77.35
2025-07-22,DD,GH202-1,growing degree units canola,Night,49.5,49.5,49.5,49.6,49.72,49.6,50.9,50.9
2025-07-22,DD,GH202-1,growing degree units canola,Day,49.3,49.4,49.75,50.4,51.53,54.05,54.6,55.2
2025-07-22,DD,GH202-1,growing degree units corn/soy,Night,36.9,36.9,36.9,36.9,37.55,38.2,38.2,38.2
2025-07-22,DD,GH202-1,growing degree units corn/soy,Day,37.6,37.6,37.7,37.8,37.85,37.95,38.2,38.2
2025-07-22,DD,GH202-1,growing degree units cotton,Night,30.5,30.5,30.5,30.5,30.55,30.6,30.6,30.6
2025-07-22,DD,GH202-1,growing degree units cotton,Day,30.3,30.3,30.4,30.75,30.82,30.9,31.95,31.95
2025-07-22,DD,GH202-1,growing degree units wheat,Night,54,54,54,54,54.35,54.7,54.7,54.7
2025-07-22,DD,GH202-1,growing degree units wheat,Day,54.1,54.1,54.2,54.3,54.36,54.5,54.7,54.7
2025-07-22,DD,GH202-1,heating required,Night,0.04,0.49,6.08,54.95,45.02,74.74,86.76,89.35
2025-07-22,DD,GH202-1,heating required,Day,0.04,0.04,0.4,7.51,22.06,30.91,68.6,68.6
2025-07-22,DD,GH202-1,heating target,Day,32.13,32.13,32.13,32.13,32.13,32.13,32.13,32.13
2025-07-22,DD,GH202-1,heating target,Night,32.2,32.2,32.2,32.2,32.6,33,33,33
2025-07-22,DD,GH202-1,humidity,Night,75.1,75.65,79.35,82.85,81.87,84.1,87.2,87.25
2025-07-22,DD,GH202-1,humidity,Day,60,63.45,66.1,73.5,72.12,76.15,83.35,86.6
2025-07-22,DD,GH202-1,humidity target,Night,50,50,50,50,50,50,50,50
2025-07-22,DD,GH202-1,indoor daily light integral,Day,0.05,0.07,0.82,5.19,5.88,10.17,12.51,12.58
2025-07-22,DD,GH202-1,indoor daily light integral,Night,0,0,0.02,0.03,5.91,12.59,12.61,12.61
2025-07-22,DD,GH202-1,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,DD,GH202-1,outdoor daily light integral,Night,0,0,0,41.42,24.86,41.43,41.44,41.44
2025-07-22,DD,GH202-1,outdoor daily light integral,Day,0,0.01,2.15,12.31,16.96,32.72,41.16,41.38
2025-07-22,DD,GH202-1,temperature,Day,31.82,31.97,34.75,36.76,36.33,38.32,38.94,39.39
2025-07-22,DD,GH202-1,temperature,Night,32.52,32.52,32.62,33.03,33.33,33.59,35.46,35.46
2025-07-22,DD,GH202-1,vapor pressure deficit,Night,1.58,1.58,1.6,1.6,1.66,1.62,1.98,2.04
2025-07-22,DD,GH202-1,vapor pressure deficit,Day,1.51,1.53,2.14,2.65,2.56,3.09,3.34,3.46
2025-07-22,DD,GH202-1,vent required,Day,2.68,10.76,65.2,74.48,71.34,90.82,96.27,98.98
2025-07-22,DD,GH202-1,vent required,Night,0,0,19.63,36.24,37.66,54.58,59.89,59.89
2025-07-22,DD,GH202-2,cooling target,Day,26.35,26.35,26.35,26.35,26.65,26.95,26.95,26.95
2025-07-22,DD,GH202-2,cooling target,Night,24.97,24.97,24.97,24.97,25.27,25.56,25.56,25.56
2025-07-22,DD,GH202-2,dehumidify target,Day,77.45,77.45,77.45,77.45,77.45,77.45,77.45,77.45
2025-07-22,DD,GH202-2,dehumidify target,Night,77.4,77.4,77.4,77.4,81.2,85,85,85
2025-07-22,DD,GH202-2,growing degree units canola,Night,38.7,38.7,38.8,38.8,38.88,39,39.2,39.2
2025-07-22,DD,GH202-2,growing degree units canola,Day,40,40.3,40.6,42.25,42.56,44.1,45.8,46.2
2025-07-22,DD,GH202-2,growing degree units corn/soy,Day,31,31,31.4,31.5,31.67,32,32.55,32.55
2025-07-22,DD,GH202-2,growing degree units corn/soy,Night,29.7,29.7,29.8,29.8,29.88,30,30.2,30.2
2025-07-22,DD,GH202-2,growing degree units cotton,Night,19.7,19.7,19.8,19.8,19.88,20,20.2,20.2
2025-07-22,DD,GH202-2,growing degree units cotton,Day,21,21.25,21.6,23.25,23.55,25.1,26.8,27.1
2025-07-22,DD,GH202-2,growing degree units wheat,Night,47.7,47.7,47.8,47.8,47.88,48,48.2,48.2
2025-07-22,DD,GH202-2,growing degree units wheat,Day,49,49,49,49,49.1,49.2,49.2,49.2
2025-07-22,DD,GH202-2,heating required,Night,3.3,3.3,3.3,7.54,6.95,10,10,10
2025-07-22,DD,GH202-2,heating required,Day,1.07,1.07,1.07,1.07,4.66,8.25,8.25,8.25
2025-07-22,DD,GH202-2,heating target,Day,24.69,24.69,24.69,24.69,25,25.3,25.3,25.3
2025-07-22,DD,GH202-2,heating target,Night,23.31,23.31,23.31,23.31,23.6,23.89,23.89,23.89
2025-07-22,DD,GH202-2,humidity,Day,50.5,51.8,54.2,56.6,58.3,65.85,67.8,67.9
2025-07-22,DD,GH202-2,humidity,Night,60.5,60.8,64.7,67.25,65.97,67.45,68.65,68.8
2025-07-22,DD,GH202-2,humidity target,Night,50,50,50,50,50,50,50,50
2025-07-22,DD,GH202-2,indoor daily light integral,Night,0,0,0,35.4,21.31,35.58,35.58,35.58
2025-07-22,DD,GH202-2,indoor daily light integral,Day,0.11,0.86,5.64,17,16.7,26.71,33.77,34.84
2025-07-22,DD,GH202-2,light operation,Day,0,0,0,50,50,50,100,100
2025-07-22,DD,GH202-2,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,DD,GH202-2,outdoor daily light integral,Day,0,0.01,1.71,6.32,13.17,24.07,36.99,38.56
2025-07-22,DD,GH202-2,outdoor daily light integral,Night,0,0,40.2,41.26,36.13,41.4,41.4,41.4
2025-07-22,DD,GH202-2,temperature,Night,26.33,26.38,26.63,28.93,28.49,29.66,30.76,32.27
2025-07-22,DD,GH202-2,temperature,Day,28.13,28.48,29.19,32.45,31.91,33.96,34.79,35.25
2025-07-22,DD,GH202-2,vapor pressure deficit,Night,0.48,0.5,0.56,0.61,0.7,0.85,1.05,1.17
2025-07-22,DD,GH202-2,vapor pressure deficit,Day,0.8,0.92,0.96,1.45,1.43,1.8,2.08,2.27
2025-07-22,DD,GH202-2,vent required,Night,71.97,71.97,77,79.48,82.41,81.91,99.12,99.12
2025-07-22,DD,GH202-2,vent required,Day,82.18,82.18,88.28,88.93,89.4,90,97.81,97.81
2025-07-22,DD,GH203,cooling target,Night,22.78,22.78,22.78,25.34,24.52,25.44,25.44,25.44
2025-07-22,DD,GH203,dehumidify target,Night,70,70,70,77.35,75,77.65,77.65,77.65
2025-07-22,DD,GH203,growing degree units canola,Night,38.75,38.75,38.8,39,39.01,39.1,39.3,39.3
2025-07-22,DD,GH203,growing degree units canola,Day,38.8,39.7,43.2,44.5,44.97,47.3,48.75,48.9
2025-07-22,DD,GH203,growing degree units corn/soy,Day,29.8,29.8,29.8,30.7,30.87,32.1,32.1,32.1
2025-07-22,DD,GH203,growing degree units corn/soy,Night,29.75,29.75,29.8,30,30.01,30.1,30.3,30.3
2025-07-22,DD,GH203,growing degree units cotton,Night,19.75,19.75,19.8,20,20.01,20.1,20.3,20.3
2025-07-22,DD,GH203,growing degree units cotton,Day,19.8,19.8,23.3,24.4,24.19,25.5,27.1,27.1
2025-07-22,DD,GH203,growing degree units wheat,Day,47.8,47.8,47.8,47.8,48.13,48.45,48.45,48.45
2025-07-22,DD,GH203,growing degree units wheat,Night,47.75,47.75,47.8,48,48.01,48.1,48.3,48.3
2025-07-22,DD,GH203,heating required,Night,5.39,5.39,5.39,5.39,7.7,10,10,10
2025-07-22,DD,GH203,heating required,Day,1.82,1.82,1.82,1.82,4.62,7.41,7.41,7.41
2025-07-22,DD,GH203,heating target,Night,21.11,21.11,21.11,23.67,22.85,23.77,23.77,23.77
2025-07-22,DD,GH203,humidity,Night,71.65,75.1,77.8,80.8,79.97,82.5,83.5,83.6
2025-07-22,DD,GH203,humidity,Day,53.2,55,59,64.55,63.76,66.6,72.35,79.65
2025-07-22,DD,GH203,humidity target,Night,50,50,50,50,50,50,50,50
2025-07-22,DD,GH203,indoor daily light integral,Night,0,0,0.01,0.02,12.81,26.42,26.43,26.43
2025-07-22,DD,GH203,indoor daily light integral,Day,0.14,0.48,2.34,10.71,12.13,21.56,26.12,26.33
2025-07-22,DD,GH203,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,DD,GH203,light operation,Day,0,0,0,100,66.67,100,100,100
2025-07-22,DD,GH203,outdoor daily light integral,Day,0,0.01,2.15,12.29,16.94,32.69,41.12,41.34
2025-07-22,DD,GH203,outdoor daily light integral,Night,0,0,41.39,41.4,32.2,41.4,41.4,41.4
2025-07-22,DD,GH203,temperature,Day,26.6,30.78,31.83,33.83,33.86,36.08,37.48,37.91
2025-07-22,DD,GH203,temperature,Night,26.18,26.26,26.6,29.07,28.49,29.7,30.95,32.24
2025-07-22,DD,GH203,vapor pressure deficit,Day,0.78,1.27,1.6,1.83,1.97,2.44,2.94,3.07
2025-07-22,DD,GH203,vapor pressure deficit,Night,0.56,0.56,0.61,0.68,0.77,0.92,1.09,1.36
2025-07-22,DD,GH203,vent required,Night,76.33,76.33,81.51,83.74,86.17,91.15,98.78,99.69
2025-07-22,DD,GH203,vent required,Day,78.34,79.41,80.7,84.81,86.17,90.64,98.17,99.03
2025-07-22,DD,GH204,cooling target,Night,23.67,23.67,23.67,26.78,25.78,26.89,26.89,26.89
2025-07-22,DD,GH204,dehumidify target,Night,70,70,70,77.35,75,77.65,77.65,77.65
2025-07-22,DD,GH204,growing degree units canola,Night,40.1,40.1,40.2,40.35,40.35,40.5,40.6,40.6
2025-07-22,DD,GH204,growing degree units canola,Day,42.2,43.9,46.3,47.6,47.71,49.85,50.6,50.6
2025-07-22,DD,GH204,growing degree units corn/soy,Night,31.1,31.1,31.2,31.35,31.35,31.5,31.6,31.6
2025-07-22,DD,GH204,growing degree units corn/soy,Day,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7
2025-07-22,DD,GH204,growing degree units cotton,Night,21.1,21.1,21.2,21.3,21.34,21.4,21.6,21.6
2025-07-22,DD,GH204,growing degree units cotton,Day,23.2,23.2,24.9,26,26.1,27.3,27.7,27.7
2025-07-22,DD,GH204,growing degree units wheat,Night,49.1,49.1,49.2,49.35,49.35,49.5,49.6,49.6
2025-07-22,DD,GH204,growing degree units wheat,Day,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7
2025-07-22,DD,GH204,heating required,Day,5.42,5.42,5.42,5.42,5.42,5.42,5.42,5.42
2025-07-22,DD,GH204,heating required,Night,3.25,3.25,3.25,7.74,7,10,10,10
2025-07-22,DD,GH204,heating target,Night,22,22,22,25.11,24.11,25.22,25.22,25.22
2025-07-22,DD,GH204,humidity,Night,70.5,71.35,74.1,77.9,76.85,79.35,80.3,80.45
2025-07-22,DD,GH204,humidity,Day,50.6,51.1,53.4,56.4,58.02,62.5,67.4,73.05
2025-07-22,DD,GH204,humidity target,Night,50,50,50,50,50,50,50,50
2025-07-22,DD,GH204,indoor daily light integral,Night,0,0.01,0.03,0.08,14.59,30.06,30.09,30.09
2025-07-22,DD,GH204,indoor daily light integral,Day,0.45,1.55,5.62,15.45,15.52,26.42,29.89,30.02
2025-07-22,DD,GH204,light operation,Day,50,50,50,50,50,50,50,50
2025-07-22,DD,GH204,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,DD,GH204,outdoor daily light integral,Night,0,0,41.39,41.4,32.2,41.4,41.4,41.4
2025-07-22,DD,GH204,outdoor daily light integral,Day,0,0.01,2.15,12.29,16.94,32.7,41.12,41.35
2025-07-22,DD,GH204,temperature,Night,26.97,27.02,27.27,29.94,29.12,30.54,31.96,32.66
2025-07-22,DD,GH204,temperature,Day,27.66,32.36,33.97,35.41,35.76,38.13,39.08,39.23
2025-07-22,DD,GH204,vapor pressure deficit,Night,0.69,0.69,0.75,0.83,0.94,1.14,1.4,1.45
2025-07-22,DD,GH204,vapor pressure deficit,Day,1.17,1.63,1.95,2.45,2.54,3.11,3.43,3.48
2025-07-22,DD,GH204,vent required,Day,83.77,85.57,90.67,93.37,93.49,96.16,99.76,100
2025-07-22,DD,GH204,vent required,Night,82.74,82.74,87.97,89.81,90.32,91.44,100,100
2025-07-22,DD,GH205,cooling target,Night,22.78,22.78,22.78,25.34,24.52,25.44,25.44,25.44
2025-07-22,DD,GH205,dehumidify target,Night,70,70,70,77.35,75,77.65,77.65,77.65
2025-07-22,DD,GH205,growing degree units canola,Night,40.4,40.4,40.6,40.8,40.88,41,42.75,42.75
2025-07-22,DD,GH205,growing degree units canola,Day,40.5,40.8,42.2,44.9,44.61,47.3,48.5,48.7
2025-07-22,DD,GH205,growing degree units corn/soy,Night,31.4,31.4,31.55,31.8,31.74,31.9,32,32
2025-07-22,DD,GH205,growing degree units corn/soy,Day,31.5,31.5,31.9,32.1,32.44,33.2,33.4,33.4
2025-07-22,DD,GH205,growing degree units cotton,Night,21.4,21.4,21.6,21.8,21.77,22,22.1,22.1
2025-07-22,DD,GH205,growing degree units cotton,Day,21.5,21.5,22.1,23.7,24.27,25.9,27.5,27.8
2025-07-22,DD,GH205,growing degree units wheat,Night,48.8,48.8,49.5,49.8,49.69,49.9,50,50
2025-07-22,DD,GH205,growing degree units wheat,Day,49.5,49.5,49.5,49.5,49.65,49.8,49.8,49.8
2025-07-22,DD,GH205,heating required,Day,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26
2025-07-22,DD,GH205,heating required,Night,4.22,4.22,4.22,4.22,7.11,10,10,10
2025-07-22,DD,GH205,heating target,Night,21.11,21.11,21.11,23.67,22.85,23.77,23.77,23.77
2025-07-22,DD,GH205,humidity,Day,57.2,57.9,60.8,68.2,68.19,75.7,78.05,80.3
2025-07-22,DD,GH205,humidity,Night,72.6,72.95,74.5,77.5,76.93,78.9,80.2,80.4
2025-07-22,DD,GH205,humidity target,Night,50,50,50,50,50,50,50,50
2025-07-22,DD,GH205,outdoor daily light integral,Day,0,0.01,2.15,12.3,16.94,32.69,41.12,41.35
2025-07-22,DD,GH205,outdoor daily light integral,Night,0,0,41.39,41.4,32.2,41.4,41.4,41.4
2025-07-22,DD,GH205,temperature,Night,27.09,27.14,27.54,29.86,29.17,30.66,30.91,31.54
2025-07-22,DD,GH205,temperature,Day,27.16,28.16,29.34,33.22,32.76,36.01,36.55,37.06
2025-07-22,DD,GH205,vapor pressure deficit,Day,0.74,0.89,0.98,1.66,1.67,2.29,2.56,2.67
2025-07-22,DD,GH205,vapor pressure deficit,Night,0.7,0.7,0.77,0.85,0.93,1.1,1.21,1.23
2025-07-22,DD,GH205,vent required,Night,73.58,73.58,80.91,83.44,84.49,85.02,100,100
2025-07-22,DD,GH205,vent required,Day,55,56.68,58.45,67.62,75.05,92.38,98.9,99.4
2025-07-22,DD,GH206,cooling target,Night,24.67,24.67,24.67,26.3,25.78,26.37,26.37,26.37
2025-07-22,DD,GH206,dehumidify target,Night,70,70,70,77.35,75,77.65,77.65,77.65
2025-07-22,DD,GH206,growing degree units canola,Day,40.7,40.7,43.9,44.2,45.07,44.9,49.8,50.5
2025-07-22,DD,GH206,growing degree units canola,Night,39.95,39.95,40.1,40.3,40.56,40.4,44.55,44.55
2025-07-22,DD,GH206,growing degree units corn/soy,Day,31.7,31.7,31.7,31.7,32.4,33.1,33.1,33.1
2025-07-22,DD,GH206,growing degree units corn/soy,Night,30.95,30.95,31.1,31.3,31.27,31.4,31.5,31.5
2025-07-22,DD,GH206,growing degree units cotton,Day,21.7,21.7,24.9,25.15,25.12,25.55,27.7,27.7
2025-07-22,DD,GH206,growing degree units cotton,Night,20.95,20.95,21.1,21.3,21.25,21.4,21.5,21.5
2025-07-22,DD,GH206,growing degree units wheat,Night,48.95,48.95,49.1,49.3,49.24,49.4,49.5,49.5
2025-07-22,DD,GH206,growing degree units wheat,Day,49.25,49.25,49.25,49.25,49.25,49.25,49.25,49.25
2025-07-22,DD,GH206,heating required,Night,4.98,4.98,4.98,4.98,7.49,10,10,10
2025-07-22,DD,GH206,heating required,Day,2.22,2.22,2.22,2.22,4.75,7.28,7.28,7.28
2025-07-22,DD,GH206,heating target,Night,23,23,23,24.63,24.11,24.7,24.7,24.7
2025-07-22,DD,GH206,humidity,Day,50.55,55.2,60.3,65.2,64.3,68.3,72.8,79.5
2025-07-22,DD,GH206,humidity,Night,70.55,74.3,76.85,79.55,78.68,80.9,82.05,82.2
2025-07-22,DD,GH206,humidity target,Night,50,50,50,50,50,50,50,50
2025-07-22,DD,GH206,indoor daily light integral,Day,0.18,0.67,3.3,8.55,9.1,14.6,18.52,19.15
2025-07-22,DD,GH206,indoor daily light integral,Night,0,0,0.02,0.04,9.36,19.29,19.31,19.31
2025-07-22,DD,GH206,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,DD,GH206,light operation,Day,0,0,0,100,66.67,100,100,100
2025-07-22,DD,GH206,outdoor daily light integral,Night,0,0,41.39,41.4,32.2,41.4,41.4,41.4
2025-07-22,DD,GH206,outdoor daily light integral,Day,0,0.01,2.15,12.29,16.94,32.69,41.12,41.35
2025-07-22,DD,GH206,temperature,Day,28.48,31.65,32.2,34.22,34.14,35.89,37.94,39.29
2025-07-22,DD,GH206,temperature,Night,26.98,27.09,27.36,29.7,29.17,30.28,31.23,32.79
2025-07-22,DD,GH206,vapor pressure deficit,Day,0.78,1.34,1.59,1.78,1.96,2.33,2.88,3.5
2025-07-22,DD,GH206,vapor pressure deficit,Night,0.63,0.64,0.69,0.76,0.85,0.99,1.14,1.46
2025-07-22,DD,GH206,vent required,Day,74.84,74.84,86.41,89.76,90.25,95.49,100,100
2025-07-22,DD,GH206,vent required,Night,72.52,75.06,77.54,79.12,84.3,93.78,99.52,99.96
