l_bound_date,facility,common_name,parameter_type,day_or_night,min_value,percentile_5,percentile_25,median_value,average_value,percentile_75,percentile_95,max_value
2025-07-22,GG6,GH12,growing degree units canola,Night,39.6,39.6,39.8,40.2,40.14,40.5,40.7,40.7
2025-07-22,GG6,GH12,growing degree units canola,Day,40.2,40.2,43.25,43.9,43.78,44.6,45.7,46.25
2025-07-22,GG6,GH12,growing degree units corn/soy,Night,30.6,30.6,30.8,31.2,31.14,31.5,31.7,31.7
2025-07-22,GG6,GH12,growing degree units corn/soy,Day,31.2,31.2,31.2,32,31.9,32.5,32.5,32.5
2025-07-22,GG6,GH12,growing degree units cotton,Night,20.6,20.6,20.8,21.2,21.13,21.4,21.7,21.7
2025-07-22,GG6,GH12,growing degree units cotton,Day,21.2,21.2,24.25,24.9,24.76,25.5,26.7,27
2025-07-22,GG6,GH12,growing degree units wheat,Day,48.95,48.95,48.95,48.95,48.95,48.95,48.95,48.95
2025-07-22,GG6,GH12,growing degree units wheat,Night,48.6,48.6,48.8,49.2,49.14,49.5,49.7,49.7
2025-07-22,GG6,GH12,heating required,Day,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97
2025-07-22,GG6,GH12,heating required,Night,5.08,5.08,5.08,5.08,7.54,10,10,10
2025-07-22,GG6,GH12,heating target,Night,23,23,23,26.6,25.44,26.73,26.73,26.73
2025-07-22,GG6,GH12,humidity,Night,74.3,74.6,78,82.2,81.27,84.1,86.6,86.6
2025-07-22,GG6,GH12,humidity,Day,63.5,66.2,68.3,70.7,70.61,72.6,76.4,81.8
2025-07-22,GG6,GH12,humidity target,Night,50,50,50,50,50,50,50,50
2025-07-22,GG6,GH12,indoor PAR light,Night,0,0,0,0,0,0,0,0
2025-07-22,GG6,GH12,indoor PAR light,Day,154,168.5,301,475,530.81,629,1054,1293
2025-07-22,GG6,GH12,indoor daily light integral,Night,0,0,0,0,10.14,30.43,30.43,30.43
2025-07-22,GG6,GH12,indoor daily light integral,Day,0.01,1.05,6.05,16.03,15.48,24.24,28.96,30.24
2025-07-22,GG6,GH12,light operation,Day,0,0,0,50,62.5,100,100,100
2025-07-22,GG6,GH12,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,GG6,GH12,nutrient EC,Night,0.3,0.3,0.31,0.32,0.32,0.32,0.32,0.32
2025-07-22,GG6,GH12,nutrient EC,Day,0.3,0.3,0.3,0.31,0.31,0.32,0.32,0.32
2025-07-22,GG6,GH12,outdoor daily light integral,Day,0.02,0.02,1.66,17.79,20.06,37.87,45.49,45.86
2025-07-22,GG6,GH12,outdoor daily light integral,Night,0,0,0.01,0.02,22.27,45.92,45.93,45.93
2025-07-22,GG6,GH12,temperature,Night,26.41,26.48,26.88,27.6,28.82,30.56,31.29,31.92
2025-07-22,GG6,GH12,temperature,Day,26.43,30.14,32.3,32.64,32.52,33.07,34.09,35.03
2025-07-22,GG6,GH12,vapor pressure deficit,Night,26.4,26.42,26.87,27.62,28.75,30.59,31.31,31.75
2025-07-22,GG6,GH12,vapor pressure deficit,Day,27.87,31.41,32.36,32.7,32.63,33.1,34.13,35.01
2025-07-22,GG6,GH12,vent required,Night,79.76,79.76,90.62,95.76,93.48,98.04,100,100
2025-07-22,GG6,GH12,vent required,Day,52.95,52.95,56.71,88.29,78.66,95.09,98.67,99.96
2025-07-22,GG6,GH13,CO2 sensor,Day,357.5,363,369,384,396.77,425,455,472.5
2025-07-22,GG6,GH13,CO2 sensor,Night,377,400,414,446,439.41,466,486,487
2025-07-22,GG6,GH13,cooling target,Night,22.78,22.78,22.78,26.05,25,26.16,26.16,26.16
2025-07-22,GG6,GH13,dehumidify target,Night,70,70,70,77.35,75,77.65,77.65,77.65
2025-07-22,GG6,GH13,growing degree units canola,Day,40.3,40.6,41,42.4,42.87,44.55,45.8,46.25
2025-07-22,GG6,GH13,growing degree units canola,Night,38.65,38.65,38.8,39.2,39.15,39.4,39.7,39.7
2025-07-22,GG6,GH13,growing degree units corn/soy,Day,31.3,31.3,31.6,31.9,31.89,32,32.3,32.3
2025-07-22,GG6,GH13,growing degree units corn/soy,Night,29.65,29.65,29.8,30.2,30.15,30.4,30.7,30.7
2025-07-22,GG6,GH13,growing degree units cotton,Day,21.2,21.6,22,23.4,23.69,25,26.6,26.75
2025-07-22,GG6,GH13,growing degree units cotton,Night,19.6,19.6,19.8,20.15,20.14,20.4,20.7,20.7
2025-07-22,GG6,GH13,growing degree units wheat,Day,48.7,48.7,48.7,48.7,48.7,48.7,48.7,48.7
2025-07-22,GG6,GH13,growing degree units wheat,Night,47.65,47.65,47.8,48.2,48.15,48.4,48.7,48.7
2025-07-22,GG6,GH13,heating required,Day,2.7,2.7,2.7,2.7,5.43,8.15,8.15,8.15
2025-07-22,GG6,GH13,heating required,Night,5.05,5.05,5.05,5.05,7.53,10,10,10
2025-07-22,GG6,GH13,heating target,Night,21.11,21.11,21.11,24.38,23.33,24.5,24.5,24.5
2025-07-22,GG6,GH13,humidity,Day,65.8,66.9,68.3,70.65,71.85,76,77.4,78.8
2025-07-22,GG6,GH13,humidity,Night,74.6,75.3,77.05,81.2,80.54,83.2,84.65,84.7
2025-07-22,GG6,GH13,humidity target,Night,50,50,50,50,50,50,50,50
2025-07-22,GG6,GH13,indoor PAR light,Day,149,180,285,403,504.03,583,1135,1304
2025-07-22,GG6,GH13,indoor PAR light,Night,0,0,0,0,0,0,0,0
2025-07-22,GG6,GH13,indoor daily light integral,Night,0,0,0,0,9.55,28.65,28.65,28.65
2025-07-22,GG6,GH13,indoor daily light integral,Day,0.1,1.12,5.7,14.89,14.7,23.16,27.31,28.47
2025-07-22,GG6,GH13,light operation,Day,0,0,0,100,66.67,100,100,100
2025-07-22,GG6,GH13,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,GG6,GH13,nutrient EC,Day,1.54,1.55,1.56,1.57,1.57,1.58,1.61,1.65
2025-07-22,GG6,GH13,nutrient EC,Night,1.54,1.54,1.54,1.55,1.55,1.56,1.57,1.57
2025-07-22,GG6,GH13,outdoor daily light integral,Night,0,0,0.01,0.02,22.31,46,46,46.01
2025-07-22,GG6,GH13,outdoor daily light integral,Day,0.02,0.02,1.64,17.74,20.07,37.92,45.56,45.93
2025-07-22,GG6,GH13,temperature,Day,28.84,30.32,32.33,33.75,33.28,34.77,35.27,35.29
2025-07-22,GG6,GH13,temperature,Night,28.1,28.17,28.83,30.77,30.4,31.95,32.32,32.7
2025-07-22,GG6,GH13,vapor pressure deficit,Night,28.08,28.1,28.55,29.24,30.14,31.89,32.36,32.39
2025-07-22,GG6,GH13,vapor pressure deficit,Day,30.21,30.36,32.6,33.79,33.38,34.79,35.3,35.35
2025-07-22,GG6,GH13,vent required,Night,100,100,100,100,100,100,100,100
2025-07-22,GG6,GH13,vent required,Day,82.78,82.78,83.3,90.21,89.78,95.24,99.35,99.35
2025-07-22,GG5,GH14,CO2 sensor,Day,459,459,463,466,465.67,469,472,472
2025-07-22,GG5,GH14,CO2 sensor,Night,383.5,385,392,413.5,412.65,426,452,456
2025-07-22,GG5,GH14,cooling target,Night,22.78,22.78,22.78,26.05,25,26.16,26.16,26.16
2025-07-22,GG5,GH14,dehumidify target,Night,70,70,70,77.35,75,77.65,77.65,77.65
2025-07-22,GG5,GH14,growing degree units canola,Night,38.1,38.15,38.6,39,41.6,44.7,48.9,49.1
2025-07-22,GG5,GH14,growing degree units canola,Day,38.1,38.1,39,39.45,39.74,40.5,41.6,41.6
2025-07-22,GG5,GH14,growing degree units corn/soy,Day,29.1,29.1,29.6,30.3,30.46,30.8,31.95,31.95
2025-07-22,GG5,GH14,growing degree units corn/soy,Night,29.1,29.1,29.3,29.7,29.64,29.9,30.05,30.05
2025-07-22,GG5,GH14,growing degree units cotton,Night,19.1,19.15,19.5,19.9,21.1,23.1,25.7,26.4
2025-07-22,GG5,GH14,growing degree units cotton,Day,19.1,19.1,20,20.45,20.73,21.4,22.6,22.6
2025-07-22,GG5,GH14,growing degree units wheat,Day,47.1,47.1,47.6,48,48.01,48.45,48.6,48.6
2025-07-22,GG5,GH14,growing degree units wheat,Night,47.1,47.1,47.3,47.7,47.64,47.9,48.05,48.05
2025-07-22,GG5,GH14,heating required,Night,4.71,4.71,4.71,4.71,7.36,10,10,10
2025-07-22,GG5,GH14,heating required,Day,1.28,1.28,3.17,3.56,9.77,13.61,24.58,24.58
2025-07-22,GG5,GH14,heating target,Night,21.11,21.11,21.11,24.38,23.33,24.5,24.5,24.5
2025-07-22,GG5,GH14,humidity,Night,44.7,49.2,54.1,61.8,64.99,76.05,83.65,84.5
2025-07-22,GG5,GH14,humidity,Day,67.75,67.75,74.2,76,76.34,79.25,84.05,84.05
2025-07-22,GG5,GH14,humidity target,Night,40,40,40,40,40,40,40,40
2025-07-22,GG5,GH14,indoor PAR light,Day,51,51,56,81,85.08,104,131,131
2025-07-22,GG5,GH14,indoor PAR light,Night,0,65,182,260,399.91,525,1039,1193
2025-07-22,GG5,GH14,indoor daily light integral,Night,0,0.47,4.28,10.2,9.87,16.21,17.83,17.92
2025-07-22,GG5,GH14,indoor daily light integral,Day,0,0,0.02,0.08,0.14,0.23,0.33,0.33
2025-07-22,GG5,GH14,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,GG5,GH14,nutrient EC,Day,0.26,0.26,0.26,0.27,0.27,0.27,0.27,0.27
2025-07-22,GG5,GH14,nutrient EC,Night,0.24,0.24,0.25,0.26,0.26,0.26,0.27,0.27
2025-07-22,GG5,GH14,outdoor daily light integral,Night,0,0,3.48,27.25,24.62,45.25,45.95,45.95
2025-07-22,GG5,GH14,outdoor daily light integral,Day,0.02,0.02,0.02,0.04,0.23,0.31,1.19,1.19
2025-07-22,GG5,GH14,temperature,Night,25.68,25.91,29.7,33.61,32.96,36.44,38.04,38.69
2025-07-22,GG5,GH14,temperature,Day,25.76,25.76,27.18,27.98,27.97,28.6,30.58,30.58
2025-07-22,GG5,GH14,vapor pressure deficit,Night,0.51,0.55,0.99,1.93,1.9,2.77,3.34,3.85
2025-07-22,GG5,GH14,vapor pressure deficit,Day,0.53,0.53,0.76,0.91,0.91,1,1.42,1.42
2025-07-22,GG5,GH14,vent required,Night,33.39,33.39,81.57,92.28,86.09,98.48,100,100
2025-07-22,GG5,GH14,vent required,Day,6.13,6.13,7,17.58,44.02,79.32,94.11,94.11
2025-07-22,GG5,GH15,CO2 sensor,Night,397,399,405.5,419,420.93,431.5,452,461
2025-07-22,GG5,GH15,CO2 sensor,Day,455,455,457,463,462.5,467,471,471
2025-07-22,GG5,GH15,cooling target,Night,22.78,22.78,22.78,26.05,25,26.16,26.16,26.16
2025-07-22,GG5,GH15,dehumidify target,Night,70,70,70,77.35,75,77.65,77.65,77.65
2025-07-22,GG5,GH15,growing degree units canola,Night,38.3,38.35,38.8,39.2,40.97,43.7,45.3,45.4
2025-07-22,GG5,GH15,growing degree units canola,Day,39.8,39.8,40.7,41.2,41.08,41.4,41.95,41.95
2025-07-22,GG5,GH15,growing degree units corn/soy,Day,30.8,30.8,30.8,31.5,31.5,31.7,32,32
2025-07-22,GG5,GH15,growing degree units corn/soy,Night,29.3,29.3,29.5,29.9,29.84,30.2,30.3,30.3
2025-07-22,GG5,GH15,growing degree units cotton,Night,19.3,19.35,19.8,20.2,21.97,24.6,26.3,26.4
2025-07-22,GG5,GH15,growing degree units cotton,Day,20.8,20.8,21.7,22.2,22.08,22.4,22.95,22.95
2025-07-22,GG5,GH15,growing degree units wheat,Day,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3
2025-07-22,GG5,GH15,growing degree units wheat,Night,47.3,47.3,47.5,47.9,47.84,48.2,48.3,48.3
2025-07-22,GG5,GH15,heating required,Night,5.32,5.32,5.32,5.32,7.66,10,10,10
2025-07-22,GG5,GH15,heating required,Day,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67
2025-07-22,GG5,GH15,heating target,Night,21.11,21.11,21.11,24.38,23.33,24.5,24.5,24.5
2025-07-22,GG5,GH15,humidity,Day,68.7,68.7,70.5,70.8,71.29,71.4,77.05,77.05
2025-07-22,GG5,GH15,humidity,Night,59.4,63,69.7,72.65,73.92,78.2,84.65,86.2
2025-07-22,GG5,GH15,humidity target,Night,50,50,50,50,50,50,50,50
2025-07-22,GG5,GH15,indoor PAR light,Day,491,491,535.5,539,550.34,558,629,629
2025-07-22,GG5,GH15,indoor PAR light,Night,0,135,223.5,449,477.26,688,983,1031
2025-07-22,GG5,GH15,indoor daily light integral,Night,0,7.8,12.04,17.29,17.65,24.12,29.17,29.88
2025-07-22,GG5,GH15,indoor daily light integral,Day,0.09,0.09,1.47,3.38,3.65,5.31,7.43,7.43
2025-07-22,GG5,GH15,light operation,Day,100,100,100,100,100,100,100,100
2025-07-22,GG5,GH15,light operation,Night,0,0,0,0,30,50,100,100
2025-07-22,GG5,GH15,nutrient EC,Night,0.7,0.71,0.75,0.76,0.77,0.79,0.8,0.81
2025-07-22,GG5,GH15,nutrient EC,Day,0.78,0.78,0.78,0.8,0.79,0.8,0.8,0.8
2025-07-22,GG5,GH15,outdoor daily light integral,Night,0,0,3.48,27.24,24.62,45.25,45.95,45.95
2025-07-22,GG5,GH15,outdoor daily light integral,Day,0.02,0.02,0.02,0.04,0.23,0.31,1.19,1.19
2025-07-22,GG5,GH15,temperature,Night,25.77,25.99,29.8,31.31,30.75,32.41,33.95,34.34
2025-07-22,GG5,GH15,temperature,Day,26.49,26.49,29.55,30,29.68,30.13,30.92,30.92
2025-07-22,GG5,GH15,vapor pressure deficit,Night,0.45,0.5,0.89,1.24,1.18,1.47,1.87,2.15
2025-07-22,GG5,GH15,vapor pressure deficit,Day,0.92,0.92,1.2,1.24,1.22,1.26,1.39,1.39
2025-07-22,GG5,GH15,vent required,Night,94.35,94.35,94.56,98.41,98.18,100,100,100
2025-07-22,GG5,GH15,vent required,Day,80.2,80.2,81.34,82.25,85.43,87.54,98.05,98.05
2025-07-22,GG5,GH16,CO2 sensor,Day,442,442,448,453.5,451.5,455,456.5,456.5
2025-07-22,GG5,GH16,CO2 sensor,Night,381,382,388.5,407,407.33,422,444,455
2025-07-22,GG5,GH16,cooling target,Night,22.78,22.78,22.78,26.05,25,26.16,26.16,26.16
2025-07-22,GG5,GH16,dehumidify target,Night,70,70,70,77.35,75,77.65,77.65,77.65
2025-07-22,GG5,GH16,growing degree units canola,Night,37.5,37.5,37.8,38.25,40.3,43.4,46.8,47
2025-07-22,GG5,GH16,growing degree units canola,Day,37.55,37.55,40.6,41.5,41.14,41.9,43.1,43.1
2025-07-22,GG5,GH16,growing degree units corn/soy,Night,28.5,28.5,28.7,29.1,29.02,29.3,29.5,29.5
2025-07-22,GG5,GH16,growing degree units corn/soy,Day,28.55,28.55,28.55,30,30.26,31,31.5,31.5
2025-07-22,GG5,GH16,growing degree units cotton,Day,18.55,18.55,21.6,22.5,22.14,22.9,24.1,24.1
2025-07-22,GG5,GH16,growing degree units cotton,Night,18.5,18.5,18.7,19.1,19.76,19.4,25.55,25.55
2025-07-22,GG5,GH16,growing degree units wheat,Day,46.55,46.55,46.55,46.55,47.13,47.7,47.7,47.7
2025-07-22,GG5,GH16,growing degree units wheat,Night,46.5,46.5,46.7,47.1,47.02,47.3,47.5,47.5
2025-07-22,GG5,GH16,heating required,Night,5.51,5.51,5.51,5.51,7.75,10,10,10
2025-07-22,GG5,GH16,heating required,Day,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98
2025-07-22,GG5,GH16,heating target,Night,21.11,21.11,21.11,24.38,23.33,24.5,24.5,24.5
2025-07-22,GG5,GH16,humidity,Night,48.2,52.9,60.25,64.55,67.59,76.3,83.65,85.3
2025-07-22,GG5,GH16,humidity,Day,59.5,59.5,63.2,64.2,64.98,65.5,75.1,75.1
2025-07-22,GG5,GH16,humidity target,Night,50,50,50,50,50,50,50,50
2025-07-22,GG5,GH16,indoor PAR light,Night,0,160,212,333,465.28,655,987,1136
2025-07-22,GG5,GH16,indoor PAR light,Day,541,541,556,561,575.63,582,646,646
2025-07-22,GG5,GH16,indoor daily light integral,Night,0,8.03,11.86,17.51,17.26,23.4,27.27,28.03
2025-07-22,GG5,GH16,indoor daily light integral,Day,0.09,0.09,1.51,3.48,3.77,5.49,7.67,7.67
2025-07-22,GG5,GH16,light operation,Night,0,0,0,0,30,50,100,100
2025-07-22,GG5,GH16,light operation,Day,100,100,100,100,100,100,100,100
2025-07-22,GG5,GH16,nutrient EC,Night,1.14,1.17,1.19,1.2,1.19,1.21,1.21,1.21
2025-07-22,GG5,GH16,nutrient EC,Day,1.19,1.19,1.2,1.21,1.2,1.21,1.21,1.21
2025-07-22,GG5,GH16,outdoor daily light integral,Day,0.02,0.02,0.02,0.04,0.23,0.31,1.19,1.19
2025-07-22,GG5,GH16,outdoor daily light integral,Night,0,0,3.48,27.25,24.62,45.25,45.94,45.95
2025-07-22,GG5,GH16,temperature,Night,25.27,25.62,29.45,32.65,31.69,34.12,35.94,36.63
2025-07-22,GG5,GH16,temperature,Day,25.98,25.98,29.99,30.84,30.44,31.31,32.66,32.66
2025-07-22,GG5,GH16,vapor pressure deficit,Night,0.47,0.52,0.96,1.71,1.59,2.1,2.69,3.25
2025-07-22,GG5,GH16,vapor pressure deficit,Day,0.97,0.97,1.53,1.59,1.57,1.69,1.98,1.98
2025-07-22,GG5,GH16,vent required,Day,82.66,82.66,84.76,86.36,88.67,91.85,98.02,98.02
2025-07-22,GG5,GH16,vent required,Night,92.08,92.08,95.13,99.22,97.65,99.91,100,100
2025-07-22,GG5,GH17,CO2 sensor,Night,480,484,495,502,504.99,516,533.5,541
2025-07-22,GG5,GH17,CO2 sensor,Day,524,524,530,535,535.3,539.5,546,546
2025-07-22,GG5,GH17,cooling target,Night,22.78,22.78,22.78,26.05,25,26.16,26.16,26.16
2025-07-22,GG5,GH17,dehumidify target,Night,70,70,70,77.35,75,77.65,77.65,77.65
2025-07-22,GG5,GH17,growing degree units canola,Day,39.15,39.15,39.7,40,40.38,41,42.1,42.1
2025-07-22,GG5,GH17,growing degree units canola,Night,38.9,39,39.4,39.9,42.48,45.55,49,49.2
2025-07-22,GG5,GH17,growing degree units corn/soy,Night,29.9,29.9,30,30.4,30.44,30.7,30.9,30.9
2025-07-22,GG5,GH17,growing degree units corn/soy,Day,30.15,30.15,30.5,30.8,31.12,31.4,32.4,32.4
2025-07-22,GG5,GH17,growing degree units cotton,Night,19.9,19.9,20.3,20.7,22.11,24.6,26.8,26.8
2025-07-22,GG5,GH17,growing degree units cotton,Day,20.15,20.15,20.7,21,21.38,22,23.1,23.1
2025-07-22,GG5,GH17,growing degree units wheat,Night,47.9,47.9,48,48.4,48.44,48.7,48.9,48.9
2025-07-22,GG5,GH17,growing degree units wheat,Day,48.15,48.15,48.5,48.7,48.61,48.8,48.9,48.9
2025-07-22,GG5,GH17,heating required,Night,4.66,4.66,4.66,9.51,8.06,10,10,10
2025-07-22,GG5,GH17,heating required,Day,1.19,1.19,1.19,7.83,12.35,20.13,20.24,20.24
2025-07-22,GG5,GH17,heating target,Night,21.11,21.11,21.11,24.38,23.33,24.5,24.5,24.5
2025-07-22,GG5,GH17,humidity,Night,48,53.1,56.4,66.3,67.87,77.9,85.05,86
2025-07-22,GG5,GH17,humidity,Day,70.05,70.05,76.25,78.5,78.51,81.65,85.5,85.5
2025-07-22,GG5,GH17,humidity target,Night,50,50,50,50,50,50,50,50
2025-07-22,GG5,GH17,indoor PAR light,Day,6,6,30.5,37,39.5,46,78,78
2025-07-22,GG5,GH17,indoor PAR light,Night,0,5,106,169,311.48,459,996,1139
2025-07-22,GG5,GH17,indoor daily light integral,Night,0,0.22,3.22,8.85,8.03,13.06,14.01,14.03
2025-07-22,GG5,GH17,indoor daily light integral,Day,0,0,0.02,0.05,0.06,0.08,0.13,0.13
2025-07-22,GG5,GH17,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,GG5,GH17,nutrient EC,Day,2.12,2.12,2.13,2.13,2.13,2.13,2.15,2.15
2025-07-22,GG5,GH17,nutrient EC,Night,2.04,2.05,2.06,2.08,2.09,2.12,2.13,2.16
2025-07-22,GG5,GH17,outdoor daily light integral,Day,0.02,0.02,0.02,0.04,0.23,0.31,1.19,1.19
2025-07-22,GG5,GH17,outdoor daily light integral,Night,0,0,3.48,27.25,24.63,45.25,45.95,45.95
2025-07-22,GG5,GH17,temperature,Night,26.08,26.42,30.17,33.02,33,36.42,37.5,38.34
2025-07-22,GG5,GH17,temperature,Day,26.1,26.1,27.33,28.1,28.18,28.88,30.75,30.75
2025-07-22,GG5,GH17,vapor pressure deficit,Night,0.47,0.51,0.93,1.69,1.73,2.64,2.97,3.58
2025-07-22,GG5,GH17,vapor pressure deficit,Day,0.48,0.48,0.67,0.82,0.83,0.94,1.32,1.32
2025-07-22,GG5,GH17,vent required,Night,39.17,39.17,82.56,89.13,86.2,97.53,100,100
2025-07-22,GG5,GH17,vent required,Day,1.58,1.58,9.75,22.43,41.5,83.65,96.63,96.63
2025-07-22,GG5,GH18,CO2 sensor,Night,452,456,462,479,481.55,497,518,526
2025-07-22,GG5,GH18,CO2 sensor,Day,528,528,532,533,533.47,535,539,539
2025-07-22,GG5,GH18,cooling target,Night,22.78,22.78,22.78,26.05,25,26.16,26.16,26.16
2025-07-22,GG5,GH18,dehumidify target,Night,70,70,70,77.35,75,77.65,77.65,77.65
2025-07-22,GG5,GH18,growing degree units canola,Night,38,38.1,38.5,39,41.09,43.8,46.7,46.9
2025-07-22,GG5,GH18,growing degree units canola,Day,38.4,38.4,39.25,39.5,39.87,40.7,41.6,41.6
2025-07-22,GG5,GH18,growing degree units corn/soy,Night,24,24,29.1,29.5,29.16,29.8,30,30
2025-07-22,GG5,GH18,growing degree units corn/soy,Day,29.4,29.4,29.9,30.4,30.47,30.65,31.7,31.7
2025-07-22,GG5,GH18,growing degree units cotton,Day,19.4,19.4,20.25,20.5,20.87,21.7,22.6,22.6
2025-07-22,GG5,GH18,growing degree units cotton,Night,18.1,19,19.2,19.8,21.31,23.6,25.75,26.4
2025-07-22,GG5,GH18,growing degree units wheat,Day,47.4,47.4,47.9,48.25,48.09,48.4,48.5,48.5
2025-07-22,GG5,GH18,growing degree units wheat,Night,36.75,36.75,47.1,47.5,46.81,47.8,48,48
2025-07-22,GG5,GH18,heating required,Night,5.37,5.37,5.37,10,8.46,10,10,10
2025-07-22,GG5,GH18,heating required,Day,0.91,0.91,5.26,15.21,14.38,22.8,27.73,27.73
2025-07-22,GG5,GH18,heating target,Night,21.11,21.11,21.11,24.38,23.33,24.5,24.5,24.5
2025-07-22,GG5,GH18,humidity,Night,52.4,57.4,59.8,68,70.07,78.6,86.15,87.2
2025-07-22,GG5,GH18,humidity,Day,69.7,69.7,75.4,77.6,78.12,81.9,86.05,86.05
2025-07-22,GG5,GH18,humidity target,Night,50,50,50,50,50,50,50,50
2025-07-22,GG5,GH18,indoor PAR light,Night,0,114,198,273,429.47,652,1094,1288
2025-07-22,GG5,GH18,indoor PAR light,Day,108,108,108,114,124.5,125,151,151
2025-07-22,GG5,GH18,indoor daily light integral,Night,0,0.67,4.7,10.69,10.11,16.24,17.93,18.06
2025-07-22,GG5,GH18,indoor daily light integral,Day,0.04,0.04,0.12,0.21,0.23,0.33,0.47,0.47
2025-07-22,GG5,GH18,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,GG5,GH18,nutrient EC,Day,0.66,0.66,0.66,0.66,0.66,0.66,0.67,0.67
2025-07-22,GG5,GH18,nutrient EC,Night,0.63,0.63,0.64,0.64,0.64,0.65,0.66,0.67
2025-07-22,GG5,GH18,outdoor daily light integral,Night,0,0,3.48,27.25,24.63,45.26,45.95,45.96
2025-07-22,GG5,GH18,outdoor daily light integral,Day,0.02,0.02,0.02,0.04,0.23,0.31,1.19,1.19
2025-07-22,GG5,GH18,temperature,Night,25.59,25.76,29.66,31.88,31.74,34.85,35.72,36.17
2025-07-22,GG5,GH18,temperature,Day,25.76,25.76,27.09,28.21,28.12,28.91,30.63,30.63
2025-07-22,GG5,GH18,vapor pressure deficit,Night,0.42,0.46,0.88,1.49,1.5,2.2,2.44,2.9
2025-07-22,GG5,GH18,vapor pressure deficit,Day,0.46,0.46,0.66,0.85,0.85,0.98,1.33,1.33
2025-07-22,GG5,GH18,vent required,Night,36.05,36.05,81.58,87.47,84.02,95.58,100,100
2025-07-22,GG5,GH18,vent required,Day,1.98,1.98,5.75,9.82,28.68,58.03,76.28,76.28
2025-07-22,GG5,GH19,CO2 sensor,Day,548,548,550,553,555.37,560.5,566,566
2025-07-22,GG5,GH19,CO2 sensor,Night,485,488,494,515.5,512.83,521,544,549
2025-07-22,GG5,GH19,cooling target,Night,22.78,22.78,22.78,26.05,25,26.16,26.16,26.16
2025-07-22,GG5,GH19,dehumidify target,Night,70,70,70,77.35,75,77.65,77.65,77.65
2025-07-22,GG5,GH19,growing degree units canola,Night,37.8,37.8,38.4,38.8,40.74,42.9,46.5,48.3
2025-07-22,GG5,GH19,growing degree units canola,Day,38.1,38.1,40.05,40.5,40.17,40.7,41.2,41.2
2025-07-22,GG5,GH19,growing degree units corn/soy,Night,18,18,28.8,29.2,28.38,29.6,29.8,29.8
2025-07-22,GG5,GH19,growing degree units corn/soy,Day,29.1,29.1,30.3,31.3,31.07,31.7,31.8,31.8
2025-07-22,GG5,GH19,growing degree units cotton,Night,14.6,18.8,19.2,19.8,21.08,23.4,25.05,25.85
2025-07-22,GG5,GH19,growing degree units cotton,Day,19.1,19.1,21,21.5,21.16,21.7,22.2,22.2
2025-07-22,GG5,GH19,growing degree units wheat,Night,25.5,25.5,46.8,47.2,45.5,47.6,47.8,47.8
2025-07-22,GG5,GH19,growing degree units wheat,Day,47.1,47.1,47.1,47.8,47.68,48.15,48.15,48.15
2025-07-22,GG5,GH19,heating required,Day,0.39,0.39,0.39,0.39,3.14,5.89,5.89,5.89
2025-07-22,GG5,GH19,heating required,Night,1.5,1.5,1.5,6.2,5.9,10,10,10
2025-07-22,GG5,GH19,heating target,Night,21.11,21.11,21.11,24.38,23.33,24.5,24.5,24.5
2025-07-22,GG5,GH19,humidity,Day,71.5,71.5,72.3,72.6,74.28,74.75,83.7,83.7
2025-07-22,GG5,GH19,humidity,Night,53,66,75.05,77.4,77.3,80.2,87.2,88
2025-07-22,GG5,GH19,humidity target,Night,50,50,50,50,50,50,50,50
2025-07-22,GG5,GH19,indoor PAR light,Night,0,158,233,467,470.55,627,1071,1198
2025-07-22,GG5,GH19,indoor PAR light,Day,412,412,459,482.5,481.78,493,565,565
2025-07-22,GG5,GH19,indoor daily light integral,Night,0,6.87,10.71,17.56,16.9,22.75,27.67,28.32
2025-07-22,GG5,GH19,indoor daily light integral,Day,0.03,0.03,1.19,2.87,3.13,4.6,6.51,6.51
2025-07-22,GG5,GH19,light operation,Night,0,0,0,0,30,50,100,100
2025-07-22,GG5,GH19,light operation,Day,100,100,100,100,100,100,100,100
2025-07-22,GG5,GH19,nutrient EC,Day,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41
2025-07-22,GG5,GH19,nutrient EC,Night,0.38,0.38,0.39,0.39,0.39,0.4,0.4,0.4
2025-07-22,GG5,GH19,outdoor daily light integral,Day,0.02,0.02,0.02,0.04,0.23,0.31,1.19,1.19
2025-07-22,GG5,GH19,outdoor daily light integral,Night,0,0,3.48,27.25,24.63,45.26,45.96,45.96
2025-07-22,GG5,GH19,temperature,Day,25.59,25.59,28.44,29.59,29.02,29.76,30.26,30.26
2025-07-22,GG5,GH19,temperature,Night,25.39,25.54,29.19,30.21,29.78,30.98,32.68,38.26
2025-07-22,GG5,GH19,vapor pressure deficit,Night,0.39,0.42,0.83,1,0.98,1.08,1.61,3.21
